48.00824,16.25191,229,221,221
48.00825,16.25190,229,221,221
48.00824,16.25187,228,221,221
48.00825,16.25183,229,221,221
48.00825,16.25179,228,221,221
48.00825,16.25175,228,220,221
48.00825,16.25169,228,220,221
48.00825,16.25165,228,220,221
48.00825,16.25161,228,220,221
48.00825,16.25158,228,220,221
48.00825,16.25154,227,220,221
48.00826,16.25150,227,220,221
48.00826,16.25146,227,220,221
48.00826,16.25143,227,220,221
48.00826,16.25139,227,220,221
48.00826,16.25135,228,220,221
48.00826,16.25130,228.0000,220,221
48.00826,16.25127,228.2000,220,221
48.00827,16.25122,228,220,221
48.00827,16.25118,229,220,221
48.00827,16.25114,229,220,221
48.00827,16.25109,229,220,221
48.00826,16.25105,229,220,221
48.00826,16.25102,229,220,221
48.00826,16.25098,230,220,221
48.00825,16.25094,230,220,221
48.00825,16.25090,230,220,221
48.00824,16.25086,230,220,221
48.00824,16.25082,230,221,221
48.00824,16.25079,230,221,221
48.00823,16.25075,230,221,221
48.00823,16.25071,230,221,221
48.00823,16.25068,230,221,221
48.00823,16.25064,231,221,221
48.00823,16.25060,230,221,221
48.00822,16.25057,230,221,221
48.00822,16.25052,230,221,221
48.00822,16.25049,230,221,221
48.00822,16.25046,230,221,221
48.00822,16.25042,230,222,221
48.00822,16.25038,230,222,221
48.00821,16.25035,230,222,221
48.00821,16.25031,229,222,221
48.00820,16.25027,229,222,221
48.00820,16.25023,230,222,221
48.00820,16.25019,230,222,221
48.00820,16.25016,230,222,221
48.00819,16.25012,230,222,221
48.00819,16.25008,230,222,221
48.00818,16.25004,230,222,221
48.00818,16.25001,230,222,221
48.00818,16.24997,230,223,221
48.00817,16.24993,230,223,221
48.00817,16.24990,230,223,221
48.00817,16.24988,230,223,221
48.00817,16.24984,230,223,221
48.00817,16.24980,230,223,221
48.00817,16.24976,230,223,221
48.00817,16.24972,230,223,221
48.00817,16.24969,230,223,221
48.00815,16.24965,230,224,221
48.00815,16.24961,231,224,221
48.00815,16.24957,231,224,221
48.00815,16.24953,231,224,221
48.00815,16.24949,231,224,221
48.00814,16.24946,231,224,221
48.00814,16.24942,232,224,221
48.00814,16.24938,232,224,221
48.00814,16.24935,232,224,221
48.00815,16.24931,232,224,221
48.00814,16.24928,233,224,221
48.00814,16.24923,233,224,221
48.00814,16.24920,233,224,221
48.00814,16.24916,234,224,221
48.00813,16.24912,234,224,221
48.00813,16.24909,234,224,221
48.00813,16.24905,234,224,221
48.00813,16.24902,234,224,221
48.00812,16.24897,234,224,221
48.00812,16.24894,234,224,221
48.00813,16.24891,234,224,221
48.00813,16.24887,234,224,221
48.00813,16.24884,235,224,221
48.00812,16.24881,235,224,221
48.00813,16.24878,235,224,221
48.00812,16.24874,235,224,221
48.00813,16.24870,235,224,221
48.00813,16.24867,235,224,221
48.00813,16.24864,235,224,221
48.00812,16.24860,235,224,221
48.00812,16.24857,235,224,224
48.00811,16.24853,235,224,224
48.00811,16.24849,236,224,224
48.00810,16.24846,236,224,224
48.00810,16.24842,236,224,224
48.00810,16.24838,236,224,224
48.00809,16.24834,235,224,224
48.00808,16.24830,235,224,224
48.00807,16.24826,234,224,224
48.00807,16.24822,234,224,224
48.00807,16.24818,234,224,224
48.00806,16.24814,233,224,224
48.00806,16.24810,233,224,224
48.00805,16.24807,233,224,224
48.00805,16.24803,233,224,224
48.00803,16.24802,233,224,224
48.00801,16.24800,233,224,224
48.00799,16.24798,233,224,224
48.00798,16.24795,233,224,224
48.00796,16.24791,233,225,224
48.00795,16.24788,233,225,224
48.00793,16.24785,232,225,224
48.00792,16.24782,232,225,224
48.00791,16.24778,232,224,224
48.00790,16.24775,232,224,224
48.00788,16.24772,232,224,224
48.00787,16.24769,232,224,224
48.00786,16.24765,232,224,224
48.00786,16.24761,232,224,224
48.00787,16.24757,232,224,224
48.00789,16.24754,232,224,224
48.00790,16.24751,232,224,224
48.00792,16.24748,233,225,224
48.00794,16.24745,233,225,224
48.00796,16.24743,233,225,224
48.00798,16.24741,233,225,224
48.00802,16.24737,233,225,224
48.00805,16.24734,232,225,224
48.00810,16.24731,232,225,224
48.00814,16.24728,232,225,224
48.00814,16.24725,232,225,224
48.00814,16.24722,232,225,224
48.00813,16.24719,232,225,224
